address,class_label,category,source
0x5f67f02092921b5cbad775ab22df110827b7ad4a,0,contract_or_token,etherscan_labels
0x0b13f13c0e99f24b96a835b787d1347b33d87776,1,scam_heist,etherscan_labels
0x0cd198a5f6cc84ca8499dd97a6c1a1c4b4a12da1,0,contract_or_token,etherscan_labels
0xd4d08d5abd7eb9e7c3199fee901b73ee0aeb77fa,0,contract_or_token,etherscan_labels
0x947743830897565aa7463fe2eaa2fd79416313ec,0,contract_or_token,etherscan_labels
0xa4c1b37372d119dc5d03479e035c260c5d82f8ce,1,scam_heist,etherscan_labels
0x10e76e5f292f8a016e4708b2ddb62ff4212d2a64,1,scam_heist,etherscan_labels
0xbe18f84532d8f7fb6d7919401c0096f3e257db8b,1,scam_heist,etherscan_labels
0xa7efae728d2936e78bda97dc267687568dd593f3,0,exchange,etherscan_labels
0x948924694569ab37a08baf1e6f270d9098ee0198,0,contract_or_token,etherscan_labels
0x04e1c5f32941cfdf5a593e2345c52eda2984ced6,0,contract_or_token,etherscan_labels
0x97cd8e51cd6c888567c6c620188b8fb264ee8e91,0,contract_or_token,etherscan_labels
0xfbe713879a1de3338752f2d9689b33b930ee579c,1,scam_heist,etherscan_labels
0xa024a96e8b300937bd2e1bb31a21ba7ecd647111,0,contract_or_token,etherscan_labels
0x7835cb043e8d53a5b361d489956d6c30808349da,0,contract_or_token,etherscan_labels
0xb9cea46a8dcb097fe99c41a50b37595c6e1e6666,1,scam_heist,etherscan_labels
0x0ce8f4e28b175eeec37ba7e28560852b61f72971,0,contract_or_token,etherscan_labels
0x960e9b49a7c7daa30e439e2c32800ac283f5a5a8,0,contract_or_token,etherscan_labels
0x18cd890f4e23422dc4aa8c2d6e0bd3f3bd8873d8,0,contract_or_token,etherscan_labels
0x8aacfc8b780016d1b240bcd38ebf37494489943f,0,contract_or_token,etherscan_labels
0x46e75e1a791b111d13c8dc38aba706a635f1e7f4,0,contract_or_token,etherscan_labels
0xa1ecdcca26150cf69090280ee2ee32347c238c7b,0,contract_or_token,etherscan_labels
0xff8ebb083235c6bb0a29b024fdd0164356b739f3,0,contract_or_token,etherscan_labels
0x044a9c43e95aa9fd28eea25131a62b602d304f1f,1,scam_heist,etherscan_labels
0x1990d8bc382d38fa21ee3b570e9d1e6272152165,0,exchange,etherscan_labels
0xa2d03b115215a0b819422a8a7e62936c6ec1088f,0,random_sample,bigquery_random_sample
0xe734a5b6aefa5a3fe21bdaa69a3d394d2cff584a,1,scam_heist,etherscan_labels
0x5396adde2ceeae35aa719542dc7b22a1bd6161cc,0,contract_or_token,etherscan_labels
0xfad8de8973b43485e58a1f6dea3e425fbc230b4f,1,scam_heist,etherscan_labels
0xe1ca78bbd9abf1e528b9e96fcd5f95a16353325a,1,scam_heist,etherscan_labels
0xfe9d2949e2d164e1dc788776a372539afe12a7b2,0,contract_or_token,etherscan_labels
0xd7e9bbbee4a7218febc9599322f7296e1aecb099,0,contract_or_token,etherscan_labels
0x1c87257f5e8609940bc751a07bb085bb7f8cdbe6,0,contract_or_token,etherscan_labels
0x68cd875cf91f37d2038593563d5c313762b0079f,1,scam_heist,etherscan_labels
0x1c075f1c3083f67add5ffab240de1f604f978e83,0,contract_or_token,etherscan_labels
0x5735c40aadcc1503a4489c680ff87f05add06ca4,0,contract_or_token,etherscan_labels
0x415b2de2a6b2549cbcb8f2f909a483ddc6ba44b2,1,scam_heist,etherscan_labels
0x9e04b421149043c04b33865d5ecd8f6c87f174b6,0,contract_or_token,etherscan_labels
0x059236c954c1b6aef0d0f20da74c2eaf6cded574,0,contract_or_token,etherscan_labels
0x68582481d5872d530669e3f08504fa8444a025ee,0,contract_or_token,etherscan_labels
0x9d4ddcfd0b23134bebea4462b0feba81307bde05,1,scam_heist,etherscan_labels
0x645e587e282d2021480e99504904c220f304ee01,0,contract_or_token,etherscan_labels
0xf8937dc1ca081161527c0bc1eb6379420195c894,0,contract_or_token,etherscan_labels
0x42467d6696364b9c6809bddc0926723b92fccf25,0,contract_or_token,etherscan_labels
0xc5354d3c6ffe392f43da184342f3ab0640e63233,0,contract_or_token,etherscan_labels
0xeee72c5da95a1e4bbcf0bf327518045ff5a2916f,0,contract_or_token,etherscan_labels
0xcd0253e53897d89f704c5d49e273190885fe61b2,0,contract_or_token,etherscan_labels
0x46340b20830761efd32832a74d7169b29feb9758,0,exchange,etherscan_labels
0xb71b099a149d1d6bd14d2549f9830474f61a551b,1,scam_heist,etherscan_labels
0x080983d0492393056a589511c519cb763a03a6c8,0,contract_or_token,etherscan_labels
0x277f5499b1db94e215f24db590334cd488df7d44,1,scam_heist,etherscan_labels
0x2b82e8ce7c9a882c4afb10ccbc020f85c6749f8d,1,scam_heist,etherscan_labels
0x716ec36be0dd20a5c22455cb37d4ca86ae134ebe,1,scam_heist,etherscan_labels
0xa78176fc56e53b1928b8c91c6221abe0f4df4cba,0,contract_or_token,etherscan_labels
0xc5fe5d8d014740cbbc26b857a62894c0678697b9,0,contract_or_token,etherscan_labels
0xb6a891c0192ce8ae3744d3eafb5c88278334700a,1,scam_heist,etherscan_labels
0x2cebcf45fe05d24d57daf095a9d92e8ce5f2c2e2,0,contract_or_token,etherscan_labels
0x282b4fa41e7d663c266d53e50f7106224aaa3e4f,1,scam_heist,etherscan_labels
0x3ffb3d396a88a90856692b735697d04bbb3fc7cc,0,contract_or_token,etherscan_labels
0x130f4322e5838463ee460d5854f5d472cfc8f253,0,contract_or_token,etherscan_labels
0xebd889e971780dd054fc6843917d3163500b194a,1,scam_heist,etherscan_labels
0xff95c68da0cb6f5eb3e51011aecb86eb323719b5,0,contract_or_token,etherscan_labels
0x789063469df35f9aa569309731a1510dc9f0e8d5,1,scam_heist,etherscan_labels
0x23a9292830fc80db7f563edb28d2fe6fb47f8624,0,contract_or_token,etherscan_labels
0xcc83a7cb0ffe983af41e1f1990cd6fb071f8d045,1,scam_heist,etherscan_labels
0x7229d526d5fd693720b88eb7129058db5d497bce,0,contract_or_token,etherscan_labels
0x171183a171cdc18189666c255a346d99637f1a73,0,contract_or_token,etherscan_labels
0xba95fa2b47de4c971209aec5874c8204a3721e98,0,contract_or_token,etherscan_labels
0xac541ef515090a4e80431c257d58ff09a72e97cf,1,scam_heist,etherscan_labels
0x77337ff10206480739a768124a18f3aa8c089153,0,contract_or_token,etherscan_labels
0xfaea28c6fdc6e080109e1cb1fd3ad405c1347b6d,0,contract_or_token,etherscan_labels
0x823cacdd959192921d8bf66004cd21ee829b9c1e,1,scam_heist,etherscan_labels
0x3528666e62e7705b461688781628fef8e12f43f7,0,contract_or_token,etherscan_labels
0x18ee956e99cc606530c20d9cadd6af5ece08d89f,0,contract_or_token,etherscan_labels
0x26f5b1dda8904d942e571cc9689211349c9dd2ea,1,scam_heist,etherscan_labels
0x5fa5b62c8af877cb37031e0a3b2f34a78e3c56a6,0,contract_or_token,etherscan_labels
0xc04f25ef37e2a960afa400e623c386625c7802e3,1,scam_heist,etherscan_labels
0x04a1f9f9fe8910a27972e15d5da3bf79075fefbb,0,contract_or_token,etherscan_labels
0x34748fedad669c788aabe4fb325a4587941f7b48,0,contract_or_token,etherscan_labels
0x02a93bd9e440a4e40caea680dc92dd5aba4790c6,0,contract_or_token,etherscan_labels
0x2007815bd299786a117dda62566d6dbaa416926c,0,contract_or_token,etherscan_labels
0xf85c41e7b555621508e62e2920e1b38a8db325aa,0,contract_or_token,etherscan_labels
0x86525e899eccb304c2d39b93f31a786eef67c01a,0,contract_or_token,etherscan_labels
0xf91d4cf33a08abc1227cfd69fc92c2b1df9fd23c,1,scam_heist,etherscan_labels
0x0652687e87a4b8b5370b05bc298ff00d205d9b5f,0,contract_or_token,etherscan_labels
0x933efb8911efd5b9fb869f1672f98d2c6a31a251,0,contract_or_token,etherscan_labels
0xd85808d44fbb3db39a0cf8aa8bd996ceca2966c6,1,scam_heist,etherscan_labels
0x673a348808d6ea5a596ab1e0f93bc07a95abd351,1,scam_heist,etherscan_labels
0xf110783ebd020dcfba91cd1976b79a6e510846aa,0,contract_or_token,etherscan_labels
0xa0aa1db09cd253e45f925bf8987d32f4f06e2e41,0,contract_or_token,etherscan_labels
0xddfb973690c5b1aaa4a6685eb1a7871ce7f4b2c5,0,contract_or_token,etherscan_labels
0xba5c2f2165ddd691f99e12a23ec75cc1519930b4,0,contract_or_token,etherscan_labels
0xfd36e7280d1493f43213c3c25a0b80748b375b39,0,contract_or_token,etherscan_labels
0x847e5bb890c76114b5dbbdaa405f72aa9596fa17,1,scam_heist,etherscan_labels
0xdddddd4301a082e62e84e43f474f044423921918,0,contract_or_token,etherscan_labels
0x280267901c175565c64acbd9a3c8f60705a72639,0,contract_or_token,etherscan_labels
0x72075636be2603b91be1cda70fab6ef21ca86989,0,contract_or_token,etherscan_labels
0xbbe878cdebe453ab9c640620637b215a8a2f7f13,0,contract_or_token,etherscan_labels
0x39940ee99171cdbbfdbd540b987e778dba8734dd,0,contract_or_token,etherscan_labels
0xb4048764bf949f6dcb67db2098d7a90fdd182c45,0,contract_or_token,etherscan_labels
0x6774ad481ea5e4d0674c665cf3f33f36d8edd392,0,contract_or_token,etherscan_labels
0xcc6ba053f23ed00b4f1033f3b69a17d1984c4184,0,contract_or_token,etherscan_labels
0x7ca30e3aaafc79111b1714ccb2038b4c4009c447,1,scam_heist,etherscan_labels
0x21defa50d17cf8560b1e52d71e303c4445c7b9a1,0,contract_or_token,etherscan_labels
0xd4307e0acd12cf46fd6cf93bc264f5d5d1598792,0,exchange,etherscan_labels
0x79e1a8dc85b12c51ba70c3410b895160e492b103,1,scam_heist,etherscan_labels
0x1d19a4209d78fe94c99f104fafcc1e3457039a8f,0,contract_or_token,etherscan_labels
0xbf86f4ba2c6eb1514d3762950c6658ac5c8cb66e,1,scam_heist,etherscan_labels
0xf5bce5077908a1b7370b9ae04adc565ebd643966,0,contract_or_token,etherscan_labels
0x6bb6354e9921edabddf0fb7a5036002326782448,0,contract_or_token,etherscan_labels
0xd747e66d3511c2c1cb001f1622c2ea4b6c0f6647,0,contract_or_token,etherscan_labels
0x691aed5ccda49cb734c375aeb58c7b7e2fa4f6ed,0,contract_or_token,etherscan_labels
0x7bd69aa0a297e31a93bfcf2bb28fd5522fe213d0,0,contract_or_token,etherscan_labels
0xcc8d57267d4b8e9d5b28bf3c26e4ba8d1ed9e943,0,contract_or_token,etherscan_labels
0x00304c84fd48f6812a3af19697ebda50c0967c99,1,scam_heist,etherscan_labels
0x8d9451e45e50aab2641a41b8b592f6ddac0aa2f5,1,scam_heist,etherscan_labels
0x886fdfcea615e30f7148578ea5f496dbb29a7e19,0,contract_or_token,etherscan_labels
0x415bfde2763ed84dd457201ae9b462d252484740,0,contract_or_token,etherscan_labels
0xccfd89907d39057a2b54b1733eaba8987e7b6328,0,contract_or_token,etherscan_labels
0x9a67737d2ab958d80a763bbbd4b1c826249745f4,0,contract_or_token,etherscan_labels
0xdb2720ebad55399117ddb4c4a4afd9a4ccada8fe,1,sanctioned,ofac_sdn
0xdedba197cb186e6d129110e71138ef6c6ca153d8,1,scam_heist,graphsense_tagpacks:forsage.yaml
0x578301f78b7269261cea3c968f0643fb1a101e5e,0,contract_or_token,etherscan_labels
0x53877e6a131e8ed8db21c61165cc76854536674c,0,random_sample,bigquery_random_sample
0x571b544ee949db54da8b784fce9ba8498d6f964e,0,contract_or_token,etherscan_labels
0x69a30389dcd9f5e767b178dad46b966f6a0cd5ba,0,contract_or_token,etherscan_labels
0x42967fe8f5a4fc9afb31558378b77d61cb8ce56a,0,contract_or_token,etherscan_labels
0x3fcb001fc6a3ab35229d8d50b6675ef97fd20e16,0,contract_or_token,etherscan_labels
0xd764bb9822ee16097140031b017640e7a293e57f,0,contract_or_token,etherscan_labels
0x6c323c144a8d1748c6ca517b6c386561bfd599e3,0,contract_or_token,etherscan_labels
0x193008eaade86658df8237a436261e23e3bcbbaa,0,contract_or_token,etherscan_labels
0x02098976e02bebd91f402ddc752f7f2473383218,0,contract_or_token,etherscan_labels
0x5007d2cd9e13b30ade9f5da8a4332c8816a8c765,1,scam_heist,etherscan_labels
0xcd1c2cd851b29d9527d17a49eea061b75a443dbe,1,scam_heist,etherscan_labels
0x836749d30a3f1eaea10ddb3cce4368bed5865056,0,contract_or_token,etherscan_labels
0x0e8151dc5a9f785d57a7be92f00bfca3dc147f46,0,contract_or_token,etherscan_labels
0x22400f33726f0c62ecbac8ee0ba47c117ce5d429,0,contract_or_token,etherscan_labels
0xdff4f867855fd7db4d240b60fd0a88f6a049427a,0,contract_or_token,etherscan_labels
0x4afcd4713bc6bcfb3841a6f25e154a6e4873b4f6,1,scam_heist,etherscan_labels
0x2247ce4f0df657385008b8f4a405d6cab8477a53,1,scam_heist,etherscan_labels
0x2e30e758b3950dd9afed2e21f5ab82156fbdbbba,0,contract_or_token,etherscan_labels
0xa30fe7a3ae8a47bd7865947e9a8cc8b8e7d597ff,1,scam_heist,etherscan_labels
0x6770b5b545a2ed6bb7c537730591895d48438df1,1,scam_heist,etherscan_labels
0xd830c165fae12b3708be1dc9301aca48156edb88,0,contract_or_token,etherscan_labels
0x15ece0d7de25436bcfcf3d62a9085ddc7838aee9,0,exchange,etherscan_labels
0xd920a4bda8ecf4ac06ea2897f9a5a38a55e9ac6e,0,contract_or_token,etherscan_labels
0x64e48df556ac2e5c586f89a356d90daa90ba6289,0,contract_or_token,etherscan_labels
0x6955496f6225ddfd0ee49bd998c3b4c779cfd07b,1,scam_heist,etherscan_labels
0x5c52cc7c96bde8594e5b77d5b76d042cb5fae5f2,0,exchange,etherscan_labels
0x9ee3ff9b599f301ffb29e07be6eeac7e40c935ea,0,contract_or_token,etherscan_labels
0x421c3f769c62c1c86a1b0f916ba32afec87a8ae1,0,contract_or_token,etherscan_labels
0xdae7953528e9f218e74c9360b1c2f9e4df7d1ba3,0,contract_or_token,etherscan_labels
0xd44082f25f8002c5d03165c5d74b520fbc6d342d,0,contract_or_token,etherscan_labels
0xebdc35580e5a7dbea45a4ecf5934cf27cf97a375,0,random_sample,bigquery_random_sample
0xebd49b4c8f7f0ded2ca8b951cf92a583e7b4c8e7,0,contract_or_token,etherscan_labels
0x674f85bd3841f302512c0417590460754b8238ac,0,contract_or_token,etherscan_labels
0xc813ea5e3b48bebeedb796ab42a30c5599b01740,0,contract_or_token,etherscan_labels
0xa44c9b44bd9e83f3f87c66771be0a836712a5c2f,1,scam_heist,etherscan_labels
0x73d5285f1221564bce82521f901cbf23fbcb876b,0,contract_or_token,etherscan_labels
0x3b01377bb399951ec28cf8df7a462426fead9954,0,contract_or_token,etherscan_labels
0xd7f459b5041d792ef53809aa8e45da243374a697,0,contract_or_token,etherscan_labels
0x146551471f0920e905f2aa995beae3a695411aa8,0,contract_or_token,etherscan_labels
0x26d1f78808b4aca445dafd8a79cf1b0abd02b3ba,0,contract_or_token,etherscan_labels
0xdae2bf063d208611f2e44378197a3315ea569a16,0,contract_or_token,etherscan_labels
0xba12222222228d8ba445958a75a0704d566bf2c8,0,contract_or_token,etherscan_labels
0xed0267e69314cba8ba0d954c88b64f19614dea89,0,contract_or_token,etherscan_labels
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,0,exchange,etherscan_labels
0xbe0eb53f46cd790cd13851d5eff43d12404d33e8,0,exchange,etherscan_labels
0x5d3cd3f3f1f0b99429152b096a1c7cc7c75a24f8,0,contract_or_token,etherscan_labels
0x687a13a016f038ed9b40ad518766619f6f4de8f5,0,contract_or_token,etherscan_labels
0x48eed3bddb81aebb56d206e76464ad9ba906cc58,1,scam_heist,etherscan_labels
0xb89f9d4ce5a7ec98d2a9221234bddf715d1160ca,0,contract_or_token,etherscan_labels
0x719404d9dd6fe6600ae96161c8a2d0d9e874ec36,0,contract_or_token,etherscan_labels
0xa716e993cb33cba0361163302699b965569cb157,1,scam_heist,etherscan_labels
0x748e4473e85ca8820db402f13afc71ab6ec60b6e,0,contract_or_token,etherscan_labels
0xbfa438c78d416dba243fda44f53d632f7e583382,0,contract_or_token,etherscan_labels
0x753f33c13fe44d41a8cc6ac202a6de6c53c58b6a,0,contract_or_token,etherscan_labels
0x26ce25148832c04f3d7f26f32478a9fe55197166,0,contract_or_token,etherscan_labels
0x63a9451897c5b1e15258815f2b1640f72f606ea0,0,contract_or_token,etherscan_labels
0x15ac360ddf2f4dbf6a7150497b7eb8cbdbb657f9,0,contract_or_token,etherscan_labels
0x2c70ea56c08ba4279d62f83ca14952ed28944072,0,contract_or_token,etherscan_labels
0xa2a2f2ddda58b1c9b7c9b9cb8c775d2b4a92c9f9,1,scam_heist,etherscan_labels
0x1fa0d58e663017cdd80b87fd24c46818364fc9b6,0,contract_or_token,etherscan_labels
0x8078198fc424986ae89ce4a910fc109587b6abf3,0,contract_or_token,etherscan_labels
0xe5f4c2e90a91c58ff2638e8b6c80227d88b107bb,0,contract_or_token,etherscan_labels
0xa482701ed481af30dd019153449057dfad53f7f1,0,contract_or_token,etherscan_labels
0x8d18407ce55d813c3d3184a7b4a2af7a024a03a8,1,scam_heist,etherscan_labels
0xddaa60e584338fa251451d6385f6a2b9bde98b2a,0,contract_or_token,etherscan_labels
0x1772f2263f73e819d0ae2eb60ea3af3a831769f4,0,contract_or_token,etherscan_labels
0xd9673b4c34f1be7548a93aadf4e1718c23666a47,0,contract_or_token,etherscan_labels
0xd74c23f4f7a7c390074bd583c444fbf60eae1f33,1,scam_heist,etherscan_labels
0xd04e33461fea8302c5e1e13895b60cee8aefda7f,1,sanctioned,ofac_sdn
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0,exchange,etherscan_labels
0x13b3285b51474e77d2f965ec9cdf215f51f4e047,1,scam_heist,etherscan_labels
0x1424de24d225865f00e5965d5cc0395d3bc76262,1,scam_heist,etherscan_labels
0xb12377708df74deb619e4dc2934cc57cbdf65b1c,1,scam_heist,etherscan_labels
0xcf23924e28427fae3ca075bfcf0ce760e8d56958,1,scam_heist,etherscan_labels
0x8ee78e0f644643f943c621341009b0d9e6b173d2,0,contract_or_token,etherscan_labels
0x7219e87c4fda555a17492cc5a7828069656873b5,1,scam_heist,etherscan_labels
0xa78e18af9d9e365607637b38abde6979a2748c9a,1,scam_heist,etherscan_labels
0x31adfbf4f653bcdc3a12c889fa721ee76605ffa8,1,scam_heist,etherscan_labels
0xb43432ec23e228fb7cb0fa52968949458b509f4f,1,mixer,etherscan_labels
0x5dd6ed34ad5e67ee01bde1d49634ba9fbc5bb2cd,0,contract_or_token,etherscan_labels
0x2e59057ce2bc7d160a24eaf7a586b6b826a5086b,0,contract_or_token,etherscan_labels
0x8481150a0f36c98ee859e6c7b46d61fdd836768f,0,contract_or_token,etherscan_labels
0x64832950abccaa3d02ab8eb09aa058d789f5bb6a,0,exchange,etherscan_labels
0x78ba80c8517a4f3146fd76a3642fa57b77f331eb,0,contract_or_token,etherscan_labels
0x054d2043ee8ff8638a156e2085784077dc8ee9e7,0,contract_or_token,etherscan_labels
0x2e64fc49d609bc05d415e4d84e4a7612c458cfda,1,scam_heist,etherscan_labels
0x2e2c63625f49cb06669d3be3ba0cea25fde0b479,0,random_sample,bigquery_random_sample
0x1404c00e08739bd020fdcc20de541edd1869c244,1,scam_heist,etherscan_labels
0xd6dc678b03b3986630808c63a431f4104a7da8c2,0,contract_or_token,etherscan_labels
0x3085f06e60cafac44b7d2d9e251771dd22aa9a2b,0,contract_or_token,etherscan_labels
0xe51809ad06a2fedff783622c643c11f5b445b383,0,contract_or_token,etherscan_labels
0x1dcbb63078d9b0c45eef8ff0dd5a0422e1f5e718,0,contract_or_token,etherscan_labels
0x48fafbb5c4a977a97619017fbff9e88b6217fd8c,0,contract_or_token,etherscan_labels
0xdee8faa36fa1fcbb80c2f1a67c7c39c7afb31e5d,0,contract_or_token,etherscan_labels
0xfe9a776154f30281517d4f06578591911906f4e1,0,contract_or_token,etherscan_labels
0x504ef6c1a84484bec2f30a7fa4baf7cf27318660,0,contract_or_token,etherscan_labels
0x4fccb922148284270ce8b2fca8c00519563a4dda,0,contract_or_token,etherscan_labels
0xc040c7e5ba06e3f1ab5d1f45cc57ad3f997cd0a4,1,scam_heist,etherscan_labels
0x5e470ff820b7697022c255d86132f282eb9bee7c,1,scam_heist,etherscan_labels
0xaf9657e57e6b876dee2fb3f51cc05b5f1b852376,1,scam_heist,etherscan_labels
0xfc2906f44c8eca088fde6b479d60bdbcd7176772,0,contract_or_token,etherscan_labels
0x1ec2af99b241c5334a7374d23c91332fc1bb42fd,1,scam_heist,etherscan_labels
0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,0,contract_or_token,etherscan_labels
0x8cd7dadc8e11c8706763e0de7332f5ea91e04e35,0,contract_or_token,etherscan_labels
0x855bc78f3dfa40a6642cf3a0ecb0570a1fcd7025,0,contract_or_token,etherscan_labels
0xe4449853e77f8258b5bfb872c6d4799e125d29ff,1,scam_heist,etherscan_labels
0x0087af23607d845d9391137360d497c1c36d3634,0,contract_or_token,etherscan_labels
